Manufacturer,Permit Number,VIN NUMBER,Annual Total of Disengagements,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,ANNUAL TOTAL,Year
"NURO, INC",AVT028,JTDKN3DP0C3014583,0.0,32.80,0.00,61.70,108.16,0.00,16.44,10.53,0.00,0.00,27.85,253.76,0.00,511.24,2021
"NURO, INC",AVT028,JTDKN3DP8D3041242,0.0,0.00,0.00,166.87,77.13,0.00,1.79,0.00,0.00,99.52,0.00,74.64,215.35,635.30,2021
"NURO, INC",AVT028,JTDKN3DPXF3070616,4.0,201.95,455.17,793.88,"1,109.35",920.85,"1,015.44",948.02,387.78,200.14,807.26,407.15,"1,386.16","8,633.15",2021
"NURO, INC",AVT028,JTDKN3DP2C3011362,1.0,103.33,163.22,219.67,196.47,92.63,2.18,0.00,0.00,0.00,568.53,962.21,"1,710.66","4,018.90",2021
"NURO, INC",AVT028,JTDKN3DP2C3004167,2.0,0.00,0.00,0.00,0.00,0.00,66.39,0.00,290.06,54.95,114.97,95.18,368.43,989.98,2021
"NURO, INC",AVT028,JTDKN3DP1C3010476,2.0,0.00,316.47,418.56,328.86,533.45,218.39,185.28,"1,212.09",442.53,34.50,897.30,"1,749.68","6,337.11",2021
"NURO, INC",AVT028,JTDKN3DP9C3015182,2.0,386.64,119.48,293.17,675.09,234.39,726.38,419.12,394.81,78.49,180.74,"1,151.72","1,014.43","5,674.46",2021
"NURO, INC",AVT028,JTDKN3DP8D3037837,0.0,90.97,49.27,12.60,141.42,83.22,72.47,343.71,132.95,104.25,559.99,788.98,673.44,"3,053.27",2021
"NURO, INC",AVT028,JTDKARFU0L3104642,4.0,413.55,"1,276.86","1,229.43","1,301.05","1,461.74","1,378.55",769.46,"1,082.85",223.54,688.46,476.04,556.91,"10,858.44",2021
NVIDIA,AVT020,3FA6P0RU9HR313559,15.0,0,0,1015,348,0,0,91,275,851,366,385,118,3449,2021
NVIDIA,AVT020,3FA6P0RUXHR247670,2.0,0,0,0,0,0,0,212,1388,145,0,44,0,1789,2021
NVIDIA,AVT020,3FA6P0RU8HR293837,56.0,214,139,408,1381,1985,0,1133,1284,1212,2254,765,378,11153,2021
NVIDIA,AVT020,3FA6P0RU7JR158970,0.0,0,0,0,0,0,0,0,0,14,180,264,25,483,2021
NVIDIA,AVT020,3FA6P0RU0JR158969,5.0,323,2526,1141,1580,1099,0,1051,1783,885,0,0,0,10388,2021
NVIDIA,AVT020,3FA6P0RU1HR271131,4.0,0,0,0,0,0,0,0,0,0,97,645,0,742,2021
"PONY.AI, INC.",AVT032,KM8K23AG5LU072529,0.0,64.82,560.70,996.05,2042.27,1509.38,1798.59,1696.18,830.43,1701.48,1876.18,1703.65,1580.72,16360.46,2021
"PONY.AI, INC.",AVT032,KM8K23AG4LU072537,0.0,1196.40,1111.24,1855.19,2432.42,906.01,1461.08,1886.97,39.38,1274.34,1250.90,1507.61,1194.21,16115.73,2021
"PONY.AI, INC.",AVT032,KM8K23AG6KU030255,1.0,753.04,593.06,1935.88,1618.33,1132.68,1561.75,1405.83,729.33,658.60,1629.42,1240.44,965.35,14223.70,2021
"PONY.AI, INC.",AVT032,3LN6L5MU9KR623692,2.0,708.00,462.64,1228.05,1904.39,1459.65,1642.82,2082.21,779.83,784.15,282.41,255.02,853.36,12442.53,2021
"PONY.AI, INC.",AVT032,KM8K23AG4KU030836,0.0,1174.21,44.38,1584.84,1132.34,868.36,865.49,991.38,656.87,1474.32,1275.50,1446.00,1316.53,12830.21,2021
"PONY.AI, INC.",AVT032,3LN6L5MU3KR620979,1.0,330.63,531.81,1019.20,1314.60,999.86,1344.87,1494.98,1241.25,734.28,674.82,205.32,591.29,10482.89,2021
"PONY.AI, INC.",AVT032,KM8K33AG2KU054517,0.0,0.00,236.06,449.45,1419.88,1662.00,1893.51,770.93,513.25,1148.49,1579.79,1568.96,1610.84,12853.17,2021
"PONY.AI, INC.",AVT032,KM8K23AG5LU072708,0.0,0.05,346.53,828.23,1341.38,976.70,348.48,88.84,9.38,0.00,64.26,4.30,5.65,4013.81,2021
"PONY.AI, INC.",AVT032,KM8K23AG7KU030829,0.0,1137.85,576.05,1072.66,928.29,2047.20,0.17,794.06,932.33,1541.34,1228.40,1656.64,1150.66,13065.65,2021
"PONY.AI, INC.",AVT032,KM8K23AG8MU127363,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,409.32,755.85,1587.63,1804.65,1458.18,6015.63,2021
"PONY.AI, INC.",AVT032,KM8K23AG2MU127147,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,965.15,1258.22,423.12,1881.56,1198.32,5726.37,2021
"PONY.AI, INC.",AVT032,KM8K23AG5KU030909,4.0,827.91,892.30,1903.90,1653.94,475.66,846.60,2411.18,852.76,1742.14,1628.22,1409.42,1493.09,16137.12,2021
"PONY.AI, INC.",AVT032,KM8K23AG2MU127388,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,561.30,1717.23,1654.35,1114.73,5047.61,2021
"PONY.AI, INC.",AVT032,3LN6L5LU5JR601477,2.0,453.78,322.49,109.29,896.24,959.69,1560.84,1988.89,1459.50,1591.61,60.06,0.00,0.00,9402.39,2021
"PONY.AI, INC.",AVT032,KM8K23AG2KU030916,1.0,916.12,0.00,0.00,1564.33,1755.04,543.33,1127.96,898.21,708.94,994.60,1538.25,1300.61,11347.41,2021
"PONY.AI, INC.",AVT032,3LN6L5LU3JR627494,1.0,418.31,238.76,1168.52,2161.52,847.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4834.28,2021
"PONY.AI, INC.",AVT032,KM8K23AG9KU030248,0.0,1265.83,1157.19,1593.65,2379.87,1956.21,1694.08,2409.40,1232.89,617.98,1298.08,741.07,1262.65,17608.91,2021
"PONY.AI, INC.",AVT032,3LN6L5MU5HR634813,1.0,621.36,418.05,1353.84,921.31,1213.44,1707.72,2098.40,1860.49,2222.84,65.16,654.44,1187.83,14324.88,2021
"PONY.AI, INC.",AVT032,KM8K23AGXMU127137,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1052.88,1304.17,1334.29,740.99,1302.21,5734.54,2021
"PONY.AI, INC.",AVT032,3LN6L5MU0JR608710,2.0,198.18,561.80,527.87,441.85,733.16,1708.82,337.05,0.00,0.00,0.00,0.00,0.00,4508.71,2021
"PONY.AI, INC.",AVT032,KM8K23AG8LU072671,0.0,0.00,0.00,0.00,1706.93,1099.21,479.46,0.00,0.00,0.00,0.00,13.58,0.00,3299.18,2021
"PONY.AI, INC.",AVT032,KM8K23AG3MU127173,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.30,34.11,10.28,0.00,33.88,0.00,78.58,2021
"PONY.AI, INC.",AVT032,KM8K23AG4KU030822,1.0,1164.83,1047.31,1642.92,1668.67,1679.49,1077.16,1906.94,473.50,1427.13,951.59,571.12,1314.53,14925.20,2021
"PONY.AI, INC.",AVT032,KM8K23AG9MU127338,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,747.06,970.85,1062.27,2780.18,2021
"PONY.AI, INC.",AVT032,KM8K23AGXMU127168,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1106.53,1366.03,1515.66,1554.73,1313.52,6856.47,2021
"PONY.AI, INC.",AVT032,KM8K23AG3MU127142,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.23,53.85,9.94,8.47,104.79,4.59,181.87,2021
"PONY.AI, INC.",AVT032,KM8K23AG7KU030894,1.0,1069.69,676.41,1453.62,1701.39,827.30,514.61,714.66,576.99,1831.32,1198.45,1630.21,1.06,12195.72,2021
"PONY.AI, INC.",AVT032,KM8K23AG6KU030241,1.0,1190.31,1256.28,1438.04,1364.02,1762.96,1550.74,2494.75,2505.93,648.79,1173.09,722.09,0.00,16106.98,2021
"PONY.AI, INC.",AVT032,KM8K23AG2MU127178,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,448.47,1435.76,1495.63,1691.12,1212.65,6283.63,2021
"PONY.AI, INC.",AVT032,3LN6L5LU6HR6267668,3.0,624.40,254.96,669.86,505.23,950.11,1489.45,2333.20,1866.11,1753.33,410.95,0.00,0.00,10857.61,2021
"PONY.AI, INC.",AVT032,KM8K23AG5MU127157,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1081.54,1293.80,506.48,889.88,702.10,4473.81,2021
"PONY.AI, INC.",AVT032,KM8K23AG3LU072335,0.0,11.27,512.95,538.79,294.00,47.22,0.29,0.00,0.00,0.00,0.00,0.00,0.00,1404.52,2021
"PONY.AI, INC.",AVT032,KM8K23AG0MU100285,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,1.84,1.68,263.02,1012.52,1279.30,2021
"PONY.AI, INC.",AVT032,KM8K23AG9MU127162,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,261.06,1217.11,1053.94,1818.18,1503.06,5853.34,2021
"PONY.AI, INC.",AVT032,KM8K23AG0KU030901,0.0,0.00,0.00,0.00,0.00,0.00,0.00,293.04,530.95,874.36,824.54,1327.62,1493.42,5343.94,2021
"PONY.AI, INC.",AVT032,KM8K23AG7LU072497,0.0,106.94,102.70,106.60,35.62,0.00,17.74,12.97,11.16,26.42,2.58,0.17,14.78,437.68,2021
"PONY.AI, INC.",AVT032,KM8K23AG6MU127152,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.47,182.47,2021
"PONY.AI, INC.",AVT032,3LN6L5LU5JR626122,0.0,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,2021
QCRAFT INC.,AVT067,3LN6L5MU8JR627232,4.0,0,10,22,36,37,167,504,518,627,609,789,819,4138,2021
